listing_id,description,Room_type
11989954,Sunny and comfortable Apartment,entire home/APT
11991426,"Cozy, quiet, studio apartment",entire home/apt
11993790,Gorgeous large sunny room in NYC!,private Room
12000603,Well located apartment near NY City,entire home/apt
12001650,"Stunning, Waterfront Views! Williamsburg Brooklyn",entire home/apt
12003341,Charming Brownstone w/Backyard,entire home/APT
12004547,Prime Central Park West Pied ?† Terre,entire home/apt
12006770,East Village- The location,private Room
12007456,Nice And Clean Room In East Harlem,private Room
12009651,GREAT Bright Manhtattan Apartment!,entire home/apt
12015378,Sunset Retreat - Top Floor Oasis,entire home/apt
12019589,House On Henry Parlor Apartment,entire home/apt
12020835,East Village Oasis,entire home/apt
12022098,Charming Park Slope Apartment,private Room
12022728,Prime Carroll Gardens Apartment,entire home/apt
12025076,I just need to lay my head down,private Room
12025968,Cozy And Clean Harlem Room,private Room
12026418,Cozy room in a brand new building !,private Room
12034640,Comfortable 420 Friendly Room,private Room
12037967,Nice Big Room With Backyard.,private Room
12038773,Beautiful Sunny Fire Escape Room,private Room
12039894,NY Queens Penthouse HOME with Patio,entire home/apt
12040331,Lrg 2 BR Duplex Top 2 Flrs Terrace West Village,entire home/apt
12050885,Your lovely and cozy space 7 train,private Room
12051116,1BD Park views UWS,entire home/APT
12052143,Stunning Central Park West Location,entire home/apt
12052609,Cozy private 1.5BR Garden Apartment w/ backyard,entire home/apt
12053427,Modern Studio in Middle Village,entire home/APT
12053637,Forte Green Townhouse Room Rental,private Room
12054516,The Healing Place,entire home/apt
12054723,"Big apartment, comfy - calm bedroom",private Room
12064283,Luxury Penthouse w/ Roofdecks,entire home/apt
12071038,"UES area ,Luxury modern quiet private Apt",entire home/apt
12071454,TRENDY Brooklyn room,private Room
12078997,Spacious Studio Apartment,entire home/apt
12087785,Clinton Hill Oversized One Bedroom,entire home/APT
12089013,NYC MIDTOWN WEST LUXURY 1BR APT! CITY VIEWS!,entire home/apt
12089692,Ground Floor Apartment in Brooklyn!,entire home/APT
12091679,Upper West Side Split Layout 1 BR,entire home/apt
12092403,Holiday in 2br2ba Williamsburg Apt!,entire home/apt
12092786,Large 1 Bdrm Apartment in Midwood,entire home/apt
12093078,Charming Times Square garden floor apt (sleeps 5),entire home/apt
12093494,Midtown Sleep 6 Central Convenience,entire home/apt
12095501,Sunny Sanctuary,entire home/apt
12096332,Amazing Views 3BR 2BA Bright and Spacious,entire home/apt
12106348,Best Place in the Center of NYC!,entire home/APT
12108264,"Cool Brooklyn, Close to Manhattan",entire home/apt
12109533,Sunny Charming Clinton Hill Apartment,entire home/apt
12110663,Large Quiet Bedroom in South Harlem,private Room
12113015,5th ave & Broadway nr Times Square,entire home/apt
12113879,"Sunny, Large West Village 1 BR Near Everything",entire home/apt
12114017,SoBro Guest House,entire home/APT
12114040,Studio Apt. near Empire State Bldg 4B,entire home/apt
12114756,Studio + private outdoor Patio UWS,entire home/apt
12122102,Huge Bedroom in Upper Manhattan - Near A&1 Subway!,private Room
12129960,LuXe*Chef'sKitchen*forestGarden*patio.Marble.ART,entire home/apt
12130236,Cozy studio steps to the beach,private Room
12132772,Iris: STG GoYankees!,private Room
12133746,Warm & Cozy Sunflower Room:STG,private Room
12134113,Jasmine: Lovely Secret Tea Garden!,private Room
12135851,Cozy 1 bd apt In the heart of Crown Heights,entire home/apt
12136198,5th ave/Broadway near Empire State,entire home/apt
12145875,"Private, cozy room, 20 min to Manhattan",private Room
12148081,"Sexy, Cozy, Work, Play Loft for 4",entire home/apt
12151638,Spacious 2 bedroom Garden apartment,entire home/apt
12153428,Comfy KING bed in modern NYC apt,private Room
12166897,Life Is Beautiful near Central Park,private Room
12166912,Sunny Prime Heart of East Village Room,private Room
12167152,"Chelsea ,Duplex ,Calm ,Fantastic",private Room
12167857,Sunny & quiet family apartment in BK,entire home/apt
12168087,Gorgeous 2 Bedroom APT!,entire home/apt
12168212,`A BEAUTY IN BK,entire home/APT
12171671,Interfaith Retreat Guest Rooms (Govinda),private Room
12173205,Private Room in Gorgeous Loft!  (no cleaning fee),private Room
12174580,Spacious  Duplex in Brooklyn,entire home/apt
12177276,Work In Progress,Shared Room
12181549,Charming Two Bridges Hideout,entire home/apt
12190495,"1 BD in stylish renovated 2BDs, Clinton Hill",private Room
12190880,Upper West Side One Bedroom on Central Park,private Room
12191010,Chic Spacious Beachfront House,entire home/apt
12192216,Artsy Spot in Spanish Harlem,entire home/apt
12209944,"Comfy Brooklyn apt, near train and Manhattan",entire home/apt
12210323,HUGE DUPLEX apartment with BACKYARD,entire home/apt
12210448,2 Bed Private Room + Private Bath in Lovely Loft!,private Room
12220661,Cute and comfy 1bedroom apartment,entire home/apt
12221970,Ziggy Stardust Surf House - A Beautiful Houseboat,entire home/apt
12223159,Bright Modern Greenwich Village 1BR,entire home/apt
12223866,Melissa And Ray's Oasis,entire home/apt
12225838,Sunny bohemian room heart of williamsburg,private Room
12230978,cozy private rm in sunny Bklyn apt,private Room
12231254,Flushing Master Room w/ Private bathroom,private Room
12233692,Modern Room in a Duplex Loft,private Room
12234139,1 Bedroom Outside Columbus Circle,entire home/apt
12234835,UNBEATABLE LOCATION - SUPREME APARTMENT,entire home/apt
12236124,Large apartment mins away from Manhattan.,entire home/apt
12243947,"Nice & clean 3 bedroom, great area! Free yoga !!",entire home/apt
12251481,"Large Room in Apt w/ Library, Priv Entrance",private Room
12252035,SPACIOUS 2BR PRIME EAST VILLAGE APT,entire home/apt
12252205,PRIME EAST VILLAGE BEDROOM,private Room
12252993,Cozy & Chic Studio Apartment,entire home/apt
12265378,"Unique, spacious & bright room in Manhattan!",private Room
12266323,"The Heart Of NYC, 3min Walk To Grand Central",entire home/apt
12267599,Bright Harlem Apt. in New Building!,entire home/apt
12267734,Studio/Heart of the East Village,entire home/APT
12271309,Bright E. Village Home on Serene Street! #DGM,entire home/APT
12272376,The James Franco! Beautiful Floating Surf Safari!,entire home/APT
12272850,Stunning 2 BEDROOM Luxury Finishes &  Washer Dryer,entire home/apt
12273048,"Central Location,  Time Square, 24 hour doorman",entire home/APT
12274909,Beautiful spacious bedroom BayRidge FEMALES only,private Room
12282543,"Top floor skyline view, Bright in Bushwick!",entire home/apt
12283732,"Spacious, Trendy, Convenient! Stay in Bushwick!",entire home/apt
12284280,"Legal full floor by Sunset Park, 20mins to Soho",entire home/apt
12286191,Charming Exposed Brick Apartment in Manhattan,private Room
12287479,Private bedroom facing street.,private Room
12287516,Flat on President - Private Room,private Room
12287838,3.5 - 4.5* Bedrms Apt in NYC + Private Backyard,entire home/apt
12292226,Luxury 1BR Midtown East-Near the UN,entire home/apt
12292255,New & Bright Garden Apartment,entire home/apt
12293900,Comfortable modern 2 bed apartment. Backyard!,entire home/apt
12294124,Friendly and Inviting Unit,private Room
12296996,Bright apartment in Brooklyn,private Room
12299794,Hawai memories,private Room
12301028,NY historic brownstone,private Room
12302170,Midtown Manhattan Two Full Bedrooms - Private,entire home/apt
12302429,*Lovely Apt In Heart Of Park Slope*,entire home/apt
12304938,Cozy Doorman! On Broadway!Gym 5111,entire home/apt
12307809,Discover Windsor Terrace! -- a treasure.  2 BR apt,entire home/apt
12311270,Sunny Greenpoint Designer's Pad!,entire home/apt
12315833,A lovely home to lay your head down,private Room
12317276,Nice room near everything in NYC,private Room
12317903,Newly Renovated Studio Midtown East,entire home/apt
12322923,Bright and Charming in Chelsea,entire home/APT
12324757,‚öú Two-Floor Vibrant 2BR Sanctuary with Patio! ‚öú,entire home/APT
12325036,Large Backyard Facing Bedroom & Private Backyard,private Room
12325045,IDEAL One bedroom apt by Central Park!,entire home/apt
12325291,2F Live Like a Real NYer in Real 3Bd!,entire home/APT
12328112,GREENPOINT OASIS,entire home/apt
12332789,"Brooklyn Private Bath&Bed Steps to F,G trains",private Room
12333456,"Bright, Airy Wburg 1BR w/ Roof View of NYC Skyline",entire home/apt
12337005,Beautiful Fort Greene Loft,entire home/apt
12341856,SUNNY BEDROOM IN LARGE BK APT!,private Room
12342441,"Sunny, Spacious, Parkside Room!",private Room
12342979,Beautiful Room - Ideal for Business Travelers!,private Room
12343098,Fabulously Located Comfortable 3 Bedroom Loft,entire home/apt
12344456,"NEWLY RENOVATED,  studio in Park Slope",entire home/APT
12345178,Flushing Deluxe Room w/1Full and 1Twin Size Bed,private Room
12345615,Natural light comfortable room!,private Room
12345786,Wonderful East Village Bedroom,private Room
12346131,‚òÖ HEBREWS 13:2 ‚òÖ,entire home/apt
12346483,Nice Room in a Sweet Bushwick Apt,private Room
12353119,3F 4bd/2bath Luxury Apt in Manhattan/NYC,entire home/APT
12358117,Big House near express trains,entire home/apt
12360207,One station from Manhattan Bedford,entire home/apt
12365836,Beautiful 2 bedroom Duplex Apartment,private Room
12366226,Spacious 1BD/BA in heart of Bushwick,private Room
12366408,Near to Central Park and 1 ride to Times Sq!,entire home/APT
12366762,Bergen Beach 3 or 4 Bedrooms 2 bath,entire home/apt
12370347,Super Sunny Room with Fireplace!,private Room
12376365,SERENITY ROOM,private Room
12381255,Cozy Bedroom with Balcony in Williamsburg Apt,private Room
12381336,Glorious Williamsburg Penthouse,entire home/apt
12382140,Luxury 2BR Midtown East-Near the UN,entire home/apt
12383067,Cherry Blossom Room on East 95th Street,private Room
12384862,Bright  Studio Near Time Square,entire home/apt
12385002,Private 1 Bedroom Apartment SLEEPS 4 -Close to All,entire home/apt
12385794,"CLEAN,SPACIOUS,CONVENIENT,FiDi/NYC Apartment",entire home/apt
12386579,Charming Private Library-Room,private Room
12387961,BEAUTIFUL 1bd/1bath available in Williamsburg,private Room
12388347,Designer 1BR in Hell's Kitchen NYC,entire home/apt
12389574,"More Space, 3 BR, 2 Bath, 2 floors",entire home/apt
12390529,Clean freshly renovated room,private Room
12397447,Cozy big bedroom with private balcony,private Room
12400242,Spacious Brownstone with 5 beds on Second floor!,entire home/APT
12403252,Suite One at Bryant Manor,entire home/apt
12403816,Cozy and privat studio near Times Sq,entire home/apt
12419487,Cozy bedroom w/private bathroom & backyard,private Room
12420947,Williamsburg entire  apartment,entire home/apt
12422277,Spacious Studio w/ Patio- Ft Greene,entire home/apt
12425266,Violet Terrace,private Room
12427898,NEW Modern Apartment w/ OutdoorDeck,entire home/apt
12433088,Simple Suite with Private Bathroom,entire home/APT
12433302,Lovely Brownstone Garden Apartment,entire home/apt
12434717,Comfortable Small Room with wifi,private Room
12443469,Private patio on the LES.,entire home/apt
12445316,"One train ride to Times SQ, Central Park, LOCATION",entire home/apt
12446548,Sunny Quiet Bedroom in Brooklyn,private Room
12450817,Ft Green Sunlit 1 Bedroom Apartment,entire home/apt
12452110,Traveller's Flat ‚Äì Hell's Kitchen,entire home/apt
12453775,Stunning Central Park - 1BR,private Room
12485134,Charming 1 bedroom East Village Apt,entire home/apt
12485862,Sunny apt w/HUGE terrace & rooftop,entire home/apt
12487909,ÊóÖÈÄî‰??ÁöÑÂÆ?,private Room
12493291,Sunny room with great transit,private Room
12495562,Zen Artist Village Studio,entire home/apt
12495831,Sunny studio loft in midtown with elevator!,entire home/apt
12496118,Entire Home in NYC- 1 bedroom/ Private Entrance,entire home/APT
12502633,New Apt. in Park Slope / Gowanus,entire home/apt
12508552,"Convenient Room, at the Center of Manhattan Living",private Room
12513217,Upper West Side Manhattan Comfort 1,private Room
12523287,"Clean Cozy Room, close to Subway Shops Restaurants",private Room
12536976,Sunny & Luxurious West Village Apartment!,entire home/apt
12537157,CoZy RooM & Private Bathroom BK:) SUPERHOST :),private Room
12537221,Great Location,private Room
12542485,2 BDRM Apt. in the Middle of NYC apt. 3B,entire home/apt
12542544,Near Times Square,entire home/apt
12553612,Sunny Bedroom w/ Private Bathroom in Williamsburg,private Room
12558307,Luxury 2BR Midtown East-Near UN!,entire home/apt
12560942,QUIET CLEAN APT IN THE HEART OF IT ALL 4,entire home/apt
12561615,Stunning Bedroom in Midtown East,private Room
12561681,"Penthouse 2BR w skylight,terrace, and a roof deck.",entire home/apt
12563738,Beautiful spacious brownstone in Central Harlem,entire home/apt
12564287,Modern & cosy Bronx apt w/ parking,entire home/apt
12567868,Nice bedroom in east village apartment,private Room
12568741,Large 1bdr perfect Village location,entire home/APT
12583907,"1 Bedroom, Close to 4, 5, 6 trains",private Room
12584072,Historic Gem Close to SI Ferry,entire home/apt
12585015,FANTASTIC FLOOR THROUGH ONE BEDROOM,entire home/apt
12587017,Airy Apt w/ Balcony by Central Park,entire home/APT
12587698,Brooklyn Beauty - Private Room,private Room
12590077,Sunny Duplex in Brooklyn's Best Area,entire home/apt
12590964,"Private room in Charming, Cozy and Sunny Apt",private Room
12592427,Lovely apartment as home,entire home/apt
12594614,1BR Avaliable in 3Br Condo,private Room
12598446,Spacious 4bdrm next to CentralPk,entire home/APT
12600198,Luminous room,private Room
12600938,Sunny light filled comfy bedroom,private Room
12601807,Sunny light filled bedroom,private Room
12602212,Violet Sunset Room,private Room
12604187,A top floor in Midtown,entire home/apt
12606349,SPACIOUS 2 BR APT WITH PRIVATE BACKYARD,entire home/apt
12619450,Quiet-Private Large Brooklyn Studio,entire home/apt
12622115,1 Block from Times Sq. and Broadway,entire home/APT
12622845,Your SUNNYROOM 15mnts to Manhattan!,private Room
12623332,Sun-drenched Park Slope Studio,entire home/apt
12624890,Pull-out Sofa in Central Harlem,shared Room
12625113,Rest and Relax,private Room
12630337,APT in LES with view,entire home/apt
12630697,"Huge,  Sunny,  Good Vibes Authentic Artist's LOFT",entire home/apt
12642845,Newly renovated! Spacious Park Slope Apt. Quiet St,entire home/APT
12643924,Peaceful and beautiful room by park,private Room
12645495,Newly Renovated Private 3 bedroom Apt.Near,entire home/apt
12655465,Quiet Soho/Nolita Garden Alcove Studio,entire home/apt
12656371,Luxury 2BR Condo in Williamsburg,entire home/apt
12658099,Cozy Chelsea Apt Great Location,private Room
12664893,Sunny Private room Central Harlem,private Room
12669603,Sunny Suite with Bath near Prospect Park,private Room
12670809,Beautiful apartment in Williamsburg,entire home/apt
12675481,Perfect for couples visiting NYC,private Room
12680171,Near all shopping & transportation,private Room
12681206,Very big room in Designed apt.15 mins to Manhattan,private Room
12681868,NYC deluxe room 15 min to Manhattan,private Room
12685533,Cute Room in Big Apt in Brooklyn,private Room
12686241,Large Middle Bedroom & Private Backyard,private Room
12698900,Room in the HEART of Williamsburg,private Room
12703851,Large stylish Mid Century Duplex in Clinton Hill,entire home/apt
12710376,Private Bedroom #5,private Room
12711153,Comfortable Private Room w/ 1 Full Bed,private Room
12711351,Cozy Private Room w/ 1 Queen Bed,private Room
12713090,Beautiful West Village Apartment,entire home/apt
12713995,Private Full Size Bed #4,private Room
12720048,NE..Comfortable Room All Inclusive,private Room
12723066,NYC 2 BDRM Apt. Apt. 3A,entire home/apt
12730083,Elegant 2 Bdrm Apt W/ Add. 2 Rms on Lower Level,entire home/apt
12731689,Flatiron NYC 1 Bed/1 Bath Apt!,entire home/APT
12735986,Spacious Studio 15 min to Manhattan,entire home/apt
12736761,Comfortable and cozy Apartment in Manhattan,entire home/apt
12738346,Lightfull and Quiet apartment 15 min to Manhattan.,entire home/apt
12747434,NW..Comfortable Room All Inclusive,private Room
12747935,S...Comfortable Room All Inclusive,private Room
12749156,Your Hudson Heights Hideaway ‚óî‚Äø‚óî,private Room
12751037,"Large, Private Bedroom near Union Square.",private Room
12753434,Entire Times Square 1BD Apartment,entire home/apt
12759453,The Clean Comfortable Modern Lounge,entire home/apt
12761910,3BR Queens (3rd fl)- 20 min to Manhattan,private Room
12763008,Spacious Master Bedroom  20 mins away from NYC,private Room
12763721,"Comfortable, clean and inviting.",private Room
12764005,Brand New Clean and Sunny one bed!,entire home/apt
12774144,Private big room/Queen bed/Nice Apt,private Room
12774885,"Spacious, cozy bedroom in a private home",private Room
12780475,Sunny Spacious Apt in Astoria w/ back yard access,entire home/apt
12781270,Nice and cozy little apt available,entire home/apt
12782370,2 bed Apartment close to Times Sq,entire home/apt
12783632,NYC Mini Hotel,private Room
12786165,Cozy Private room in Chelsea !,private Room
12788962,WE'RE HOME TOTO! WE ARE HOME!,private Room
12792132,Gramercy Studio,entire home/apt
12794791,PRIVATE ROON IN NEW YORK MANHATTAN,private Room
12795006,"large studio ,private bathroom and own entrance",private Room
12795290,Room in East Village,private Room
12795851,Clean & Spacious Bushwick Loft (front),private Room
12796602,COZY STUDIO  in BROOKLYN,entire home/apt
12798141,Cute private room in great location!,private Room
12804309,Danish Modern in Brownstone,entire home/APT
12805625,"Sunny, modern apartment in Lower East Side",private Room
12806016,Ditmas Park Beauty,entire home/apt
12806177,Acogedora  habitaci??n en el coraz??n de Manhattan,private Room
12806940,Huge New 1700sf Brownstone Duplex,entire home/apt
12807447,BrownBrick in Park Slope Brownstone,entire home/apt
12810210,Sun Drenched Studio,entire home/apt
12811459,Superhost-Designer Legal 4 Bed Townhouse Midtown 2,entire home/apt
12812370,Newly updated studio with luxury charm,entire home/apt
12812577,Superhost-Pristine 4 Bed Legal Townhouse Midtown 1,entire home/APT
12813068,NEW NICE CLEAN & COZY PRIVATE ROOM,private Room
12813206,Sunny Apartment Across from Sunset Park,entire home/apt
12814578,Colorful Brooklyn Garden Casita,entire home/apt
12814685,"Great location in NYC, clean, quiet and cozy",private Room
12814991,"NYC Sanctuary, Skyline Views & Rooftop",entire home/APT
12826965,Cozy Bright Private Room in NY (Only for female),private Room
12829063,Large & Unique multi Rooms Loft close to all,entire home/apt
12832062,The Yellow Bungalow of Rockaway Beach,entire home/apt
12834748,A bay window on Brooklyn,private Room
12847429,Spacious 2 BR in Midtown,entire home/apt
12847902,Beautiful modern home!,private Room
12851015,Midtown East XL 1 BR,entire home/apt
12851100,New studio apartment 4mins from subway in Astoria,entire home/APT
12852083,Boerum Hill Beautiful Spacious Two Bedrooms Apt.,entire home/apt
12853281,Brand New Luxurious Studio Midtown,entire home/apt
12854724,Great Modern Studio in Chelsea!,entire home/apt
12854734,LIVE HERE!! COZY STUDIO IN CHELSEA!,entire home/apt
12855923,New York Space,private Room
12856720,5mn location from Manhattan midtown,private Room
12862929,Bright and Airy Bedroom,private Room
12863815,"Amazing 1BR, heart of West Village",entire home/apt
12867918,DESIGNER STUDIO NEAR CENTRAL PARK UPPER EAST SIDE,entire home/apt
12869567,"West 33rd street, Lux 1bd Serviced Apartment",entire home/apt
12869930,2 bedroom Midtown West,entire home/apt
12871708,ENTIRE PLACE,entire home/apt
12872882,HUGE Willamsburg Duplex Loft,entire home/apt
12873159,5TH AVE~~RoofTop Deck ~~City Views @EMPIRE ST BLDG,entire home/apt
12874443,Modern and Bright Studio Apt in Williamsburg,entire home/APT
12874666,Holiday in Trendy Williamsburg Apt!,private Room
12874869,Greenwich Village| Private Queen room,private Room
12881611,Large bedroom in spacious & sunny Greenpoint Apt!,private Room
12881712,High FL - Gym Doorman Alcove Studio 5205,entire home/apt
12883073,East Village 1 BDRM - Trendy Area - Subway 1.5 Blk,entire home/apt
12885472,Lovely large 2BR Apartment Close to Subway,entire home/apt
12885921,"Sixth Ave Chelsea, 1bd Serviced Apartment",entire home/apt
12901480,Artistic pad in East Williamsburg!,entire home/apt
12902256,Cozy private bedroom with window,private Room
12915038,Renovated: 15min 4 Train ride to NYC-Crown Heights,private Room
12915928,"Renovated 3BR, 2 Full Bath with Washer & Dryer",entire home/APT
12916073,10 min from JFK and 30min to NYC,entire home/apt
12927770,"Amazing light, spacious & Modern",entire home/apt
12929852,"New York City Brownstone, Hip and Historic Harlem",entire home/apt
12932186,The Golden Hand in Harlem ‚òû Bright + Modern 1BR,private Room
12932670,Flushing Spacious Room w/ 2 Queen Beds,private Room
12936207,Newly Renovated Duplex Apartment,entire home/apt
12941015,2BR Apt in East Village,entire home/apt
12949840,Remodeled Brand New Brooklyn Apartment,entire home/APT
12950997,"Joellen's Place Roomy 1-Queen Bed, Bushwick Apt.",private Room
12951417,"Joellen's Place Spacious 2-twin bed, Bushwick Apt.",private Room
12953867,Quiet artist apartment w/ backyard,private Room
12955262,2 bedroom loft-like ground floor with patio,entire home/apt
12955346,Suite with Private Gated Entrance,entire home/apt
12955402,Private room w/ lush garden quiet area,private Room
12955454,Cozy Room in the Big Apple,private Room
12958663,"Breathtaking, panoramic views of Downtown NYC/FiDi",entire home/APT
12964763,Apartment near Time Square,entire home/apt
12966225,"1 bedroom apt, comforts of home, close to all..",entire home/APT
12966504,Lovely Two Bedroom Apt in Prime North Williamsburg,entire home/apt
12969574,Unique artist‚Äôs loft-heart of Wburg,entire home/apt
12972292,Private Room for two guests in Cozy apartment,private Room
12972533,Gorgeous Grand 2 BR LES Gem!,entire home/APT
12972783,Private Room for Pair in the Cozy Apartament,private Room
12973288,Private room for pair,private Room
12973353,CrashPadsUSA Hotbeds for Airline Crew ONLY,Shared Room
12973819,"Huge 1BR 5 min to Park, Train",entire home/apt
12973927,Private bedroom in Brooklyn.,private Room
12981106,Stylish unique Loft in prime area of Brooklyn,entire home/apt
12984848,"Private Room in Greenpoint, Brooklyn",private Room
12989767,Beautiful Studio on Tree-Lined St.,entire home/apt
12990051,"Private, Quiet 2 BR in Heart of Times Square!",entire home/apt
12990502,Cute small room in Astoria,private Room
12990587,"6BR, 4 Full Bath Duplex with Washer & Dryer",entire home/apt
12999167,Charming & Sunny Studio in the Heart of NYC,entire home/apt
12999396,"Red Hook Beach House, Garden, Pool , Roof top",entire home/apt
13000007,Bright Sunny Spacious Apt in Historic Neighborhood,entire home/apt
13000257,"Charming, bright Williamsburg apt",entire home/APT
13000483,All New Garden Apartment,entire home/apt
13000527,Studio47 - bedroom in artists' loft,private Room
13001082,Share space in E Harlem,Shared Room
13004741,"Bedroom in Clean, Uptown Apartment",private Room
13004996,Beach Bungalow 2,entire home/apt
13007925,Private Bedroom and Bath in Spacious Duplex,private Room
13009244,"Real 1-BR Home in West Village, Central yet Quiet!",entire home/apt
13014556,"Private, cozy room in the heart of Crown Heights",private Room
13015322,Awesome bedroom in the heart of NYC,private Room
13016389,DAZZLING APT  SKYLINE VIEW IN PRIME LOCATION,entire home/apt
13017016,Greenwich village 1 bedroom - spacious!,entire home/apt
13018125,AMAZING CENTRAL MANHATTAN 1 BED W/BALCONY FITS 4!,entire home/apt
13018127,Big Beautiful Master Bedroom in Williamsburg,private Room
13019053,East Village Business and Leisure,entire home/apt
13020422,Luxury 1BR Apartment with Washer & Dryer,entire home/apt
13023771,Prospect gardens,private Room
13027365,Quiet Two Bedroom with Sunroom,entire home/apt
13031854,Samaria's Brownstone (Crown Heights),entire home/apt
13033170,Designer‚Äôs Penthouse with Terrace and Skyline View,entire home/apt
13033376,Private Parkside Room,private Room
13037692,Midtown 2 full bedrooms,entire home/apt
13039122,Bk's Finest City life close to Transportation,private Room
13042637,Stunning 2BR Apartment in Sunnyside,entire home/apt
13042752,Cozy Spacious Double Bed #1 Near JFK and J Train,private Room
13043724,"Spacious, private room in Apt in Bushwick!",private Room
13044964,Stylish and cute girly shared room in Manhattan,SHARED Room
13045257,Glamorous shared room in Manhattan,Shared Room
13045629,Chic stylish amazing Manhattan room,private Room
13046279,Cozy  2 bedroom apt in Manhattan,entire home/apt
13052968,Charming 1-BR Fort Greene Apartment,entire home/apt
13055236,Steps 2 Empire State Building  amazing studio NYC,entire home/apt
13055856,A Brooklyn Experience,entire home/apt
13058232,1 Bedroom townhouse apt in Chelsea w/ back garden,entire home/APT
13058423,Charming 1 br - most perfect block!,entire home/apt
13058729,Sunlit Bedroom in Crown Heights.,private Room
13061422,"Stunning, spacious apt near nightlife + parks!",private Room
13062471,The Silver Room,private Room
13063023,Cozy room in Astoria,private Room
13064382,Sunny East Village apartment,entire home/apt
13064386,Beautiful Red Brick Room,private Room
13065347,COOL Brooklyn Room,private Room
13066577,Beautiful 3 bedroom loft  Greenpoint/Williamsburg!,entire home/apt
13067176,Prime Location Sun Filled West Village Townhome,entire home/apt
13073569,"Duane Street, Upscale Tribeca Studio",entire home/apt
13073701,Lovely Charming and quiet 2 bed apartment,entire home/apt
13075158,Private Room in Artsy Lower Manhattan Apartment,private Room
13076592,Cozy bedroom with brightly lit living space,private Room
13077370,Modern Private Studio -20 min to Manhattan,entire home/apt
13081306,Studio near Time Square,entire home/apt
13082571,Garden Overlook,private Room
13082600,Cozy 1 bedroom apartment in the heart of Manhattan,entire home/apt
13084004,Spacious Stylish Studio in Prospect Park South,entire home/apt
13084019,Park Avenue Penthouse With Terrace,entire home/apt
13090558,"Studio Apt in Queens, 15Mins to Midtown & Brooklyn",entire home/apt
13091684,"Sunny 2bdrm Apt. near Bryant Park, Apt 2B",entire home/APT
13092405,Midtown Apartment,entire home/apt
13098701,NYCHaven4:Entire house minutes from JFK and Casino,entire home/apt
13098705,Big & Beautiful 1-BR w/Private Backyard,entire home/apt
13099377,1 Bedroom in Quiet Hamilton Heights Neighborhood.,private Room
13099447,Great ZEN & Peaceful one bedroom in Time Square!,entire home/apt
13100277,"Bright, inviting room-quick to NYC, females only.",private Room
13100305,Spacious 1 bedroom 1 bath,entire home/apt
13100726,NYC living to it's fullest... in a good way!,entire home/apt
13101855,Garden level studio w/backyard,entire home/APT
13107627,Private Bedroom w/ Private Bath/Mini Fridge,private Room
13109933,Luxury condo with views in Brooklyn,entire home/apt
13112297,Luxurious SOHO 2 BR Washington Sq Park,entire home/apt
13112895,Penthouse Exclusive Garden Top Apartment,entire home/apt
13113202,Private room with detached private bathroom,private Room
13113906,Park Slope room steps from Subway&Prospect Park,private Room
13114237,Charming Sunny Designer Loft 1 stop to Manhattan,private Room
13116481,Gorgeous stylish townhouse in Brooklyn,entire home/apt
13117094,"On Fifth, Across From Central Park",entire home/apt
13117160,Bedroom in Clean Uptown Apartment,private Room
13117282,Cheerful & Practical Garden Apartment Near Subway,entire home/apt
13117480,"Cozy Park Slope Apt, Next to BBG",entire home/APT
13122318,2bdrm apt w/private backyard in Artsy Bushwick,entire home/apt
13125552,Beautiful Bushwick Bungalow,entire home/apt
13126457,Unique 2BR Apartment,entire home/APT
13128861,"Cozy Studio in Clinton Hill, Brooklyn",entire home/apt
13129120,"Central Park Bedroom - Spacious, Sunny, Subway",private Room
13129533,Room in loft-like ground Floor apt,private Room
13130313,Studio in Midtown West,entire home/apt
13130565,Private bedroom in two bedroom apartment one,private Room
13130744,Uptown Bronx Apartment,entire home/apt
13135822,Gorgeous Bedroom in Manhattan Midtown West,private Room
13136376,Spacious 2 Bedroom with Balcony,entire home/apt
13137538,Private Room minutes to/from Manhattan,private Room
13139462,Lefferts garden gem,private Room
13140220,RARE UES APT W/PRIV STREET ENTRANCE,entire home/apt
13140940,Large Sunlit Room-Quick Commute to Manhattan/NYC!,private Room
13142258,"Great 1 BR, 17 minutes to Times Square!",entire home/apt
13149690,Private Cozy Bedroom - Central Park North,private Room
13151072,Apartment in a heart of NY,entire home/apt
13152955,Peaceful West Village 1 Bedroom Apt,entire home/APT
13153265,"Private Garden Apt in Park Slope, Brooklyn, NYC",entire home/APT
13153395,"Best Value 1,000SF 2BR Classic Brownstone",entire home/apt
13153886,Feel at Home,entire home/APT
13154343,Spacious Modern Alcove Studio in a Luxury Building,entire home/apt
13155269,Modern Oasis in Central Park Slope,entire home/apt
13156126,"Brownstone garden 2 bedroom duplex, Central Park",entire home/apt
13156842,Cozy Private Room #2 Two Beds Near JFK and J Train,private Room
13156881,"Cozy Bedroom- Beautiful, Historical Location",private Room
13157147,Spacious 1 BR Apartment w/ private backyard,private Room
13157343,Spacious one bedroom by beautiful Fort Tryon park,entire home/apt
13162066,Convenient & comfortable studio near Penn Station,entire home/apt
13167453,Crash Pad Close to LGA/JFK/Manhattan,Shared Room
13168677,"Tidy, Private Room in Brooklyn, a Commuter's Dream",private Room
13169181,LARGE BEDROOM AND PRIVATE BATHROOM ..ASTORIA!,private Room
13169559,Hell's Kitchen Enclave: a Diamond in the Rough.,entire home/apt
